casename,depth_begin,default_dict_path,dict_name,datafile,outdir,xlat,xlon,gmt,basedep,max_dep
AMJJASO_1,40,C:\Users\hailey29\OneDrive - UW\Documents\Climate Models\PRYSM-2.0\lake_v2\defaults,defaults_main,CP_SLIM_modernTopo_500ppm_input.txt,C:\Users\hailey29\OneDrive - UW\Documents\Climate Models\PRYSM-2.0\lake_v2,36,-109,+6,1200,999.0
